ID_Persona;NIVEL_DE_EDUCACION;SEXO;SALUD_AUTOPERCIBIDA;ESTADO_CIVIL;ETNIA;Clasificación;INGRESO_AUTOPERCIBIDO;SEGURIDAD_AUTOPERCIBIDA;TRABAJO_AUTOPERCIBIDO;SATISFACCION;I_HOGAR;PERCAPITA;COND_VIDA_DEL_HOGAR;P9010
725544611;3;1.0;0;2;6.0;3ra_edad;4;7;4;5;130000;43333.3333333333;3;1
725545411;3;1.0;9;6;6.0;3ra_edad;8;4;7;8;150000;75000;3;2
725545421;1;2.0;5;6;6.0;3ra_edad;8;4;7;7;150000;75000;3;2
725545511;1;1.0;10;2;6.0;3ra_edad;10;10;10;6;1050000;525000;3;1
725545941;3;1.0;;5;6.0;niño;;;;;733333.333333333;122222.222222222;3;2
725545951;3;1.0;;;6.0;niño;;;;;733333.333333333;122222.222222222;3;2
725545961;2;2.0;;;6.0;niño;;;;;733333.333333333;122222.222222222;3;2
725546251;1;1.0;8;3;6.0;3ra_edad;99;6;7;7;1040000;208000;2;1
725547711;8;1.0;7;6;6.0;3ra_edad;5;3;7;7;946666.666666667;315555.555555556;3;1
725547721;5;2.0;6;6;6.0;3ra_edad;99;8;5;7;946666.666666667;315555.555555556;3;1
725548011;1;2.0;10;4;6.0;3ra_edad;10;10;10;10;33333.3333333333;16666.6666666667;3;1
725548021;1;1.0;7;5;6.0;3ra_edad;7;7;7;7;33333.3333333333;16666.6666666667;3;1
725548311;3;1.0;8;4;6.0;3ra_edad;6;8;7;7;800000;800000;3;1
725548461;3;2.0;;;6.0;niño;;;;;1941333.33333333;277333.333333333;2;2
725548471;2;2.0;;;6.0;niño;;;;;1941333.33333333;277333.333333333;2;2
725549011;1;2.0;10;4;6.0;3ra_edad;10;10;10;10;700000;233333.333333333;2;1
725549351;3;2.0;7;4;6.0;3ra_edad;6;9;7;7;2360000;472000;2;1
725549421;6;2.0;8;3;6.0;3ra_edad;2;7;7;9;200000;100000;3;1
725549811;3;1.0;8;2;6.0;3ra_edad;0;7;4;8;16666.6666666667;5555.55555555556;2;1
725550011;3;2.0;7;2;6.0;3ra_edad;3;7;5;8;1989166.66666667;331527.777777778;3;1
725550821;3;2.0;6;4;6.0;3ra_edad;6;9;1;9;8160333.33333333;4080166.66666667;1;1
725551031;5;2.0;7;3;6.0;3ra_edad;6;6;3;7;3254000;1084666.66666667;1;1
725551411;3;2.0;8;5;6.0;3ra_edad;8;8;8;8;4690000;2345000;2;1
725551421;3;2.0;9;5;6.0;3ra_edad;8;10;8;8;4690000;2345000;2;1
725551511;6;2.0;7;5;6.0;3ra_edad;9;3;8;9;3383333.33333333;3383333.33333333;1;1
725552011;8;1.0;9;6;6.0;3ra_edad;8;9;8;8;2116666.66666667;1058333.33333333;2;1
725552021;5;2.0;7;6;6.0;3ra_edad;2;7;2;7;2116666.66666667;1058333.33333333;2;1
725552131;3;1.0;6;2;6.0;3ra_edad;8;3;5;6;829583.333333333;207395.833333333;2;2
725552141;3;2.0;8;2;6.0;3ra_edad;7;3;5;6;829583.333333333;207395.833333333;2;2
725552611;7;2.0;10;3;6.0;3ra_edad;10;9;10;10;6236250;3118125;1;2
725553011;4;2.0;8;5;6.0;3ra_edad;9;7;8;9;27198000;13599000;2;1
725553211;5;1.0;8;6;6.0;3ra_edad;8;8;8;8;2900000;1450000;2;1
725553221;3;2.0;8;6;6.0;3ra_edad;99;8;7;8;2900000;1450000;2;1
725553311;6;1.0;10;2;6.0;3ra_edad;2;3;5;5;2141666.66666667;1070833.33333333;2;1
725554811;3;2.0;9;3;6.0;3ra_edad;8;6;7;5;4650000;1550000;2;1
725555011;1;2.0;6;5;6.0;3ra_edad;8;8;3;9;350000;350000;3;1
725555211;1;1.0;8;6;6.0;3ra_edad;6;9;3;8;745000;248333.333333333;2;1
725555311;1;1.0;3;6;6.0;3ra_edad;3;8;2;4;643333.333333333;321666.666666667;2;1
725555321;1;2.0;7;6;6.0;3ra_edad;1;8;8;9;643333.333333333;321666.666666667;2;1
725555611;1;1.0;7;3;6.0;3ra_edad;7;8;6;8;1450000;483333.333333333;3;1
725555911;3;1.0;7;6;6.0;3ra_edad;6;5;7;10;980000;196000;2;2
725556811;3;2.0;6;3;6.0;3ra_edad;4;6;8;8;1925657;385131.4;2;1
725557111;3;2.0;7;6;6.0;3ra_edad;99;7;7;7;491666.666666667;245833.333333333;2;1
725557121;3;1.0;8;6;6.0;3ra_edad;6;7;7;8;491666.666666667;245833.333333333;2;1
725557711;3;2.0;5;3;6.0;3ra_edad;99;10;8;10;620000;620000;2;1
725557911;3;1.0;6;2;6.0;3ra_edad;7;6;6;7;1300000;433333.333333333;2;1
725558111;1;1.0;6;2;6.0;3ra_edad;5;4;6;5;2296500;459300;2;1
725558611;3;1.0;6;6;6.0;3ra_edad;5;7;7;7;800000;266666.666666667;2;1
725558621;3;2.0;8;6;6.0;3ra_edad;4;8;8;8;800000;266666.666666667;2;1
725558711;3;1.0;10;6;6.0;3ra_edad;10;10;10;10;0;0;2;1
725558721;3;2.0;10;6;6.0;3ra_edad;10;10;10;10;0;0;2;1
725559011;4;1.0;10;4;6.0;3ra_edad;10;10;10;10;0;0;2;1
725559511;3;1.0;6;4;6.0;3ra_edad;0;8;7;5;26666.6666666667;13333.3333333333;2;1
725559521;1;2.0;0;3;6.0;3ra_edad;99;10;0;6;26666.6666666667;13333.3333333333;2;1
725559611;3;2.0;3;4;6.0;3ra_edad;8;9;4;9;7000000;7000000;2;1
725559711;3;1.0;7;6;6.0;3ra_edad;8;8;7;8;9100000;4550000;2;1
725559721;3;2.0;9;6;6.0;3ra_edad;8;9;9;9;9100000;4550000;2;1
725559811;3;1.0;6;4;6.0;3ra_edad;6;8;8;7;800000;800000;3;1
725559911;3;1.0;9;2;6.0;3ra_edad;8;7;5;10;2877000;1438500;2;1
725559921;3;2.0;6;2;6.0;3ra_edad;99;5;5;7;2877000;1438500;2;1
725560011;3;2.0;5;3;6.0;3ra_edad;99;6;5;5;390000;390000;3;1
725560811;3;1.0;6;6;6.0;3ra_edad;3;5;5;5;0;0;3;2
725560821;3;2.0;6;6;6.0;3ra_edad;99;5;6;4;0;0;3;2
725560911;4;1.0;8;6;6.0;3ra_edad;8;8;8;8;2370833.33333333;1185416.66666667;1;1
725560921;3;2.0;8;6;6.0;3ra_edad;99;8;7;7;2370833.33333333;1185416.66666667;1;1
725561711;3;1.0;8;3;6.0;3ra_edad;8;8;8;9;741666.666666667;148333.333333333;3;1
725562211;3;2.0;8;3;6.0;3ra_edad;8;7;8;8;1100000;366666.666666667;2;1
725563411;3;1.0;8;6;6.0;3ra_edad;7;8;7;8;1958333.33333333;979166.666666667;2;1
725564611;3;1.0;7;3;6.0;3ra_edad;6;7;7;7;345833.333333333;115277.777777778;3;2
725565811;5;2.0;7;3;6.0;3ra_edad;8;8;8;8;850000;850000;2;1
725567111;1;1.0;7;3;6.0;3ra_edad;7;7;6;7;0;0;3;1
725567211;1;2.0;8;3;6.0;3ra_edad;8;8;8;8;800833.333333333;800833.333333333;2;1
725567711;4;2.0;2;6;6.0;3ra_edad;6;8;3;9;1090000;363333.333333333;2;1
725567721;3;1.0;9;6;6.0;3ra_edad;7;8;8;10;1090000;363333.333333333;2;1
725568111;1;1.0;7;6;6.0;3ra_edad;99;9;8;9;0;0;2;1
725568121;3;2.0;8;6;6.0;3ra_edad;99;9;7;8;0;0;2;1
725568131;3;2.0;8;5;6.0;3ra_edad;99;9;6;8;0;0;2;1
725568611;3;1.0;6;3;6.0;3ra_edad;8;8;8;9;0;0;3;1
725572911;3;1.0;6;2;6.0;3ra_edad;3;7;6;6;423333.333333333;84666.6666666667;3;1
725572921;1;2.0;5;2;6.0;3ra_edad;3;8;3;7;423333.333333333;84666.6666666667;3;1
725572951;1;2.0;;;6.0;niño;;;;;423333.333333333;84666.6666666667;3;1
725573011;3;2.0;0;6;6.0;3ra_edad;99;5;1;1;107500;35833.3333333333;3;1
725573021;3;1.0;3;6;6.0;3ra_edad;4;9;2;5;107500;35833.3333333333;3;1
725573211;3;1.0;2;3;6.0;3ra_edad;5;7;7;5;1193750;1193750;3;1
725573381;1;2.0;;;6.0;niño;;;;;723333.333333333;90416.6666666667;2;1
725573411;3;1.0;6;6;6.0;3ra_edad;2;9;5;7;355000;177500;3;2
725573421;3;2.0;3;6;1.0;3ra_edad;3;8;5;8;355000;177500;3;2
725573911;3;1.0;4;6;6.0;3ra_edad;3;7;4;3;2400833.33333333;400138.888888889;3;1
725573921;3;2.0;2;6;6.0;3ra_edad;2;7;4;3;2400833.33333333;400138.888888889;3;1
725574011;3;2.0;3;4;6.0;3ra_edad;4;6;5;4;63333.3333333333;63333.3333333333;3;1
725574011;3;2.0;3;4;6.0;3ra_edad;4;6;5;4;63333.3333333333;63333.3333333333;2;1
725574011;3;2.0;3;4;6.0;3ra_edad;4;6;5;4;160000;160000;3;1
725574011;3;2.0;3;4;6.0;3ra_edad;4;6;5;4;160000;160000;2;1
725575071;3;1.0;3;5;6.0;3ra_edad;99;10;3;2;2033333.33333333;290476.19047619;2;1
725575311;3;1.0;5;2;6.0;3ra_edad;5;5;5;10;1083333.33333333;270833.333333333;2;1
725575411;1;2.0;3;2;6.0;3ra_edad;3;5;5;3;1250000;416666.666666667;2;1
725575421;1;1.0;4;2;6.0;3ra_edad;0;7;5;5;1250000;416666.666666667;2;1
725575511;3;1.0;3;4;6.0;3ra_edad;0;8;8;3;273333.333333333;136666.666666667;2;1
725575521;3;1.0;3;5;6.0;3ra_edad;0;8;3;6;273333.333333333;136666.666666667;2;1
725575611;3;2.0;2;5;6.0;3ra_edad;7;6;0;5;473333.333333333;236666.666666667;3;2
725575711;3;1.0;5;6;6.0;3ra_edad;8;5;5;10;473333.333333333;236666.666666667;3;1
725575721;4;2.0;5;6;6.0;3ra_edad;99;8;5;10;473333.333333333;236666.666666667;3;1
725575811;3;2.0;4;3;6.0;3ra_edad;7;8;7;7;948666.666666667;474333.333333333;2;1
725575911;3;2.0;5;2;6.0;3ra_edad;2;10;6;10;501666.666666667;250833.333333333;2;1
725575921;3;1.0;9;2;6.0;3ra_edad;3;10;7;9;501666.666666667;250833.333333333;2;1
725576341;4;2.0;10;4;6.0;3ra_edad;99;10;10;10;970000;242500;2;1
725576711;1;1.0;7;6;6.0;3ra_edad;6;8;8;7;1200000;400000;2;1
725576721;3;2.0;2;6;6.0;3ra_edad;99;4;4;4;1200000;400000;2;1
725576911;3;1.0;4;5;6.0;3ra_edad;3;6;4;5;225000;225000;3;1
725577311;3;1.0;3;2;6.0;3ra_edad;6;8;6;7;1203333.33333333;401111.111111111;3;1
725577321;3;2.0;4;2;6.0;3ra_edad;3;6;4;6;1203333.33333333;401111.111111111;3;1
725577411;3;1.0;9;3;6.0;3ra_edad;4;9;8;7;300000;300000;2;1
725578611;3;2.0;5;6;6.0;3ra_edad;10;5;10;10;410000;51250;3;2
725579411;3;1.0;10;2;6.0;3ra_edad;5;10;10;10;283333.333333333;141666.666666667;3;1
725579931;1;1.0;;5;6.0;niño;;;;;980000;326666.666666667;2;1
725580561;3;2.0;5;4;6.0;3ra_edad;10;10;10;10;2595000;432500;2;1
725580811;3;2.0;6;3;6.0;3ra_edad;99;7;8;8;300000;75000;2;1
725581111;3;1.0;7;6;6.0;3ra_edad;10;10;10;10;518333.333333333;86388.8888888889;2;1
725581121;3;2.0;10;6;6.0;3ra_edad;10;10;10;10;518333.333333333;86388.8888888889;2;1
725581761;3;1.0;8;3;6.0;3ra_edad;99;8;9;9;1391666.66666667;231944.444444444;2;1
725581811;3;1.0;10;2;6.0;3ra_edad;10;10;9;9;1008333.33333333;252083.333333333;2;1
725582011;3;1.0;10;4;6.0;3ra_edad;10;10;10;10;226666.666666667;226666.666666667;2;1
725582111;3;2.0;6;3;6.0;3ra_edad;7;9;10;9;1950000;975000;2;1
725582611;3;2.0;5;5;6.0;3ra_edad;6;4;5;8;950000;475000;2;2
725582621;3;1.0;5;5;6.0;3ra_edad;6;5;6;7;950000;475000;2;2
725582821;3;2.0;10;3;6.0;3ra_edad;1;8;8;10;1113333.33333333;371111.111111111;2;1
725583011;3;2.0;5;5;1.0;3ra_edad;0;9;4;9;543333.333333333;271666.666666667;3;1
725583021;1;1.0;6;5;1.0;3ra_edad;2;8;3;7;543333.333333333;271666.666666667;3;1
725583331;1;1.0;0;3;1.0;3ra_edad;3;2;3;5;913333.333333333;304444.444444444;3;2
725583411;1;2.0;6;3;6.0;3ra_edad;7;9;10;9;563333.333333333;281666.666666667;2;1
725583611;3;1.0;7;6;6.0;3ra_edad;6;5;7;6;2490000;498000;2;2
725583621;3;2.0;10;6;6.0;3ra_edad;7;3;6;7;2490000;498000;2;2
725584511;3;1.0;3;6;6.0;3ra_edad;4;8;5;9;2572500;285833.333333333;2;1
725584521;1;2.0;10;6;6.0;3ra_edad;10;7;8;5;2572500;285833.333333333;2;1
725586031;1;2.0;9;3;6.0;3ra_edad;8;9;9;9;477500;159166.666666667;2;1
725587011;3;2.0;3;3;6.0;3ra_edad;3;2;3;9;475000;475000;2;1
725587111;3;2.0;6;3;6.0;3ra_edad;5;6;5;6;200000;100000;2;1
725587211;3;1.0;8;6;6.0;3ra_edad;4;8;8;8;1400000;700000;2;1
725587221;3;2.0;6;6;6.0;3ra_edad;99;6;8;8;1400000;700000;2;1
725587311;3;1.0;6;2;6.0;3ra_edad;4;5;6;5;1675000;418750;2;1
725587511;3;2.0;7;3;6.0;3ra_edad;7;8;5;7;1475000;737500;2;1
725587811;8;1.0;6;6;6.0;3ra_edad;5;6;6;7;7883333.33333333;1970833.33333333;2;1
725587821;5;2.0;5;6;6.0;3ra_edad;6;5;5;6;7883333.33333333;1970833.33333333;2;1
725588541;1;2.0;;;6.0;niño;;;;;25833.3333333333;6458.33333333333;2;1
725588821;3;2.0;6;3;6.0;3ra_edad;99;7;8;10;5878000;2939000;1;1
725589011;8;1.0;8;3;6.0;3ra_edad;8;8;6;8;4250000;2125000;1;1
725589311;3;1.0;7;3;6.0;3ra_edad;5;5;6;6;366666.666666667;366666.666666667;2;1
725589511;3;1.0;6;6;6.0;3ra_edad;4;5;6;8;530000;265000;2;1
725589521;3;2.0;6;6;6.0;3ra_edad;3;6;5;9;530000;265000;2;1
725589611;1;2.0;7;3;6.0;3ra_edad;3;6;7;6;480000;480000;3;1
725590311;1;1.0;7;6;6.0;3ra_edad;7;6;6;7;650000;325000;2;1
725590321;3;2.0;7;6;6.0;3ra_edad;5;7;6;7;650000;325000;2;1
725590411;3;1.0;6;6;6.0;3ra_edad;2;8;6;6;166666.666666667;55555.5555555556;3;2
725590421;3;2.0;7;6;6.0;3ra_edad;99;7;5;7;166666.666666667;55555.5555555556;3;2
725590711;3;2.0;6;5;6.0;3ra_edad;4;7;8;9;333333.333333333;83333.3333333333;2;1
725590721;3;1.0;5;5;6.0;3ra_edad;6;6;6;7;333333.333333333;83333.3333333333;2;1
725590731;3;2.0;7;3;6.0;3ra_edad;6;7;6;7;333333.333333333;83333.3333333333;2;1
725590911;3;2.0;5;3;6.0;3ra_edad;3;8;2;3;396666.666666667;396666.666666667;3;1
725591111;1;1.0;5;6;6.0;3ra_edad;5;7;6;5;525000;262500;2;2
725591121;1;2.0;6;6;6.0;3ra_edad;2;6;5;6;525000;262500;2;2
725591411;3;1.0;6;2;6.0;3ra_edad;5;7;7;7;936666.666666667;468333.333333333;3;2
725591611;1;2.0;6;4;6.0;3ra_edad;1;5;7;5;241666.666666667;241666.666666667;4;1
725592011;3;1.0;6;5;6.0;3ra_edad;2;6;5;8;240000;240000;3;1
725592111;3;1.0;6;3;6.0;3ra_edad;3;8;3;3;318666.666666667;318666.666666667;3;1
725592231;1;1.0;;;6.0;niño;;;;;204166.666666667;51041.6666666667;3;2
725592311;3;1.0;8;6;6.0;3ra_edad;9;9;9;9;250000;125000;2;1
725592321;3;2.0;8;6;6.0;3ra_edad;5;9;9;9;250000;125000;2;1
725592931;2;1.0;;;6.0;niño;;;;;1750000;437500;2;1
725593011;3;2.0;5;3;6.0;3ra_edad;6;5;6;6;1177114;1177114;2;1
725593211;3;1.0;5;6;6.0;3ra_edad;7;9;6;9;1077803;538901.5;2;1
725593221;4;2.0;8;6;6.0;3ra_edad;5;10;7;7;1077803;538901.5;2;1
725593311;3;1.0;8;2;6.0;3ra_edad;6;9;9;6;1107500;184583.333333333;2;1
725594021;4;2.0;8;2;6.0;3ra_edad;99;7;2;8;1815300;605100;2;1
725594111;3;1.0;8;2;6.0;3ra_edad;8;7;1;8;2234750;1117375;1;1
725594121;3;2.0;8;2;6.0;3ra_edad;7;8;0;8;2234750;1117375;1;1
725594311;4;2.0;8;4;6.0;3ra_edad;7;9;8;10;938333.333333333;938333.333333333;2;1
725594411;7;2.0;8;4;6.0;3ra_edad;7;7;7;7;1944000;972000;2;1
725594511;4;2.0;7;4;6.0;3ra_edad;7;7;5;7;841666.666666667;420833.333333333;2;1
725595011;3;2.0;8;4;6.0;3ra_edad;99;8;2;9;350000;350000;2;1
725595211;8;1.0;8;4;6.0;3ra_edad;8;7;2;8;7015000;1753750;2;1
725595311;3;2.0;7;4;6.0;3ra_edad;6;7;0;7;1019166.66666667;509583.333333333;2;1
725595321;3;1.0;8;5;6.0;3ra_edad;4;8;1;7;1019166.66666667;509583.333333333;2;1
725595911;3;2.0;8;3;6.0;3ra_edad;8;8;8;9;1080000;360000;2;1
725595921;3;1.0;9;5;6.0;3ra_edad;7;8;8;8;1080000;360000;2;1
725596211;3;2.0;8;3;6.0;3ra_edad;5;8;8;10;600000;300000;2;1
725596321;3;2.0;6;6;6.0;3ra_edad;3;7;6;5;233333.333333333;116666.666666667;2;1
725596511;3;1.0;7;6;6.0;3ra_edad;2;7;7;8;825000;412500;2;1
725596831;1;2.0;4;3;6.0;3ra_edad;4;10;3;3;366666.666666667;122222.222222222;3;1
725596911;3;2.0;8;3;6.0;3ra_edad;4;9;3;7;237500;118750;3;1
725597111;3;1.0;4;6;6.0;3ra_edad;10;10;10;5;153333.333333333;153333.333333333;3;1
725597311;5;2.0;10;6;6.0;3ra_edad;10;10;10;10;6800000;3400000;2;1
725597321;9;1.0;10;6;6.0;3ra_edad;10;10;10;10;6800000;3400000;2;1
725597411;1;2.0;5;3;6.0;3ra_edad;5;5;5;10;169166.666666667;169166.666666667;3;1
725597611;3;1.0;5;5;6.0;3ra_edad;8;6;8;9;548333.333333333;274166.666666667;3;1
725597621;1;2.0;1;3;6.0;3ra_edad;2;5;1;2;548333.333333333;274166.666666667;3;1
725598811;3;2.0;2;5;6.0;3ra_edad;4;7;7;6;233333.333333333;233333.333333333;3;1
725599031;1;2.0;7;3;6.0;3ra_edad;7;7;6;7;488333.333333333;162777.777777778;2;1
725599321;3;2.0;4;3;6.0;3ra_edad;6;7;6;6;543333.333333333;271666.666666667;2;1
725599711;3;2.0;8;3;6.0;3ra_edad;9;8;8;8;340000;340000;2;1
725599811;3;2.0;5;4;6.0;3ra_edad;4;8;6;7;185000;185000;3;1
725599911;3;2.0;4;3;6.0;3ra_edad;1;10;4;3;215000;215000;4;1
725600211;3;1.0;5;6;6.0;3ra_edad;7;7;7;4;241666.666666667;120833.333333333;2;1
725600221;3;2.0;5;6;6.0;3ra_edad;5;6;6;4;241666.666666667;120833.333333333;2;1
725600311;8;1.0;9;6;6.0;3ra_edad;8;9;9;9;8900000;4450000;2;1
725600321;9;2.0;5;6;6.0;3ra_edad;8;9;10;8;8900000;4450000;2;1
725600411;3;1.0;8;4;6.0;3ra_edad;8;8;8;8;350000;350000;2;1
725600511;3;2.0;7;3;6.0;3ra_edad;0;8;6;6;550000;137500;3;1
725600811;3;2.0;2;4;6.0;3ra_edad;3;5;1;5;734166.666666667;367083.333333333;3;1
725600911;3;1.0;5;6;6.0;3ra_edad;5;2;6;4;281666.666666667;140833.333333333;3;1
725601021;3;2.0;5;6;6.0;3ra_edad;0;6;6;6;750000;375000;2;2
725601211;3;2.0;6;3;6.0;3ra_edad;5;6;6;6;900000;450000;3;1
725601511;3;1.0;4;6;6.0;3ra_edad;4;4;4;6;151666.666666667;75833.3333333333;2;1
725601521;1;2.0;5;6;6.0;3ra_edad;6;4;6;6;151666.666666667;75833.3333333333;2;1
725601611;5;1.0;9;1;6.0;3ra_edad;10;6;6;10;2400000;1200000;2;1
725602051;1;2.0;;;6.0;niño;;;;;489000;97800;3;1
725602511;1;2.0;1;3;6.0;3ra_edad;1;1;1;3;130833.333333333;130833.333333333;4;1
725602621;3;1.0;7;2;6.0;3ra_edad;5;7;5;7;1015833.33333333;203166.666666667;3;1
725602981;1;2.0;5;5;6.0;3ra_edad;5;4;5;5;1989833.33333333;248729.166666667;3;1
725603211;3;1.0;6;6;6.0;3ra_edad;2;7;8;8;489166.666666667;244583.333333333;2;1
725603221;3;2.0;9;6;6.0;3ra_edad;5;8;9;8;489166.666666667;244583.333333333;2;1
725603311;3;2.0;6;3;6.0;3ra_edad;6;6;6;6;1529333.33333333;218476.19047619;2;1
725603611;3;2.0;5;6;6.0;3ra_edad;0;8;6;8;688333.333333333;344166.666666667;2;1
725603621;3;1.0;8;6;6.0;3ra_edad;2;5;7;7;688333.333333333;344166.666666667;2;1
725603911;3;1.0;8;6;6.0;3ra_edad;3;8;7;9;906666.666666667;129523.80952381;3;1
725603971;3;1.0;2;5;6.0;3ra_edad;3;8;8;7;906666.666666667;129523.80952381;3;1
725604211;3;2.0;8;6;6.0;3ra_edad;2;8;9;8;183333.333333333;91666.6666666667;2;1
725604221;3;1.0;2;6;6.0;3ra_edad;8;8;8;8;183333.333333333;91666.6666666667;2;1
725604311;3;2.0;7;3;6.0;3ra_edad;6;7;8;7;1240000;620000;2;1
725604411;3;1.0;5;6;6.0;3ra_edad;5;5;5;6;300000;150000;2;1
725604421;3;2.0;6;6;6.0;3ra_edad;4;5;5;6;300000;150000;2;1
725604611;3;2.0;3;3;6.0;3ra_edad;1;5;3;4;398333.333333333;199166.666666667;2;1
725604751;3;1.0;8;6;6.0;3ra_edad;0;8;6;8;1277333.33333333;212888.888888889;2;1
725605111;3;2.0;6;3;6.0;3ra_edad;6;5;5;6;183333.333333333;183333.333333333;2;1
725605271;3;1.0;4;6;6.0;3ra_edad;0;3;3;3;1658333.33333333;207291.666666667;2;1
725605281;3;2.0;8;6;6.0;3ra_edad;3;9;6;9;1658333.33333333;207291.666666667;2;1
725605311;3;1.0;5;6;6.0;3ra_edad;6;6;6;7;800000;400000;2;1
725605411;3;1.0;3;6;6.0;3ra_edad;4;8;7;8;1176666.66666667;235333.333333333;2;1
725605421;3;2.0;6;6;6.0;3ra_edad;3;9;9;8;1176666.66666667;235333.333333333;2;1
725605711;3;1.0;7;2;6.0;3ra_edad;6;3;7;6;2421333.33333333;1210666.66666667;2;2
725605721;3;2.0;7;2;6.0;3ra_edad;8;3;8;8;2421333.33333333;1210666.66666667;2;2
725605911;1;1.0;5;2;6.0;3ra_edad;99;4;3;6;1068000;356000;2;1
725606211;1;2.0;7;3;6.0;3ra_edad;4;6;6;9;662500;662500;3;2
725606831;3;2.0;6;4;6.0;3ra_edad;99;6;7;10;4062500;1354166.66666667;2;2
725607011;3;2.0;9;3;6.0;3ra_edad;8;8;8;9;200000;66666.6666666667;1;1
725607111;6;2.0;8;2;6.0;3ra_edad;8;6;8;8;2800000;1400000;2;2
725607121;6;1.0;8;2;6.0;3ra_edad;8;7;10;10;2800000;1400000;2;2
725607311;3;2.0;8;3;6.0;3ra_edad;7;2;7;7;1519666.66666667;506555.555555556;2;2
725607911;5;2.0;8;2;6.0;3ra_edad;8;8;8;10;2675000;891666.666666667;2;1
725608311;3;2.0;7;4;6.0;3ra_edad;7;7;7;7;648333.333333333;324166.666666667;2;2
725608321;1;2.0;5;4;6.0;3ra_edad;99;4;5;5;648333.333333333;324166.666666667;2;2
725608511;3;2.0;6;4;6.0;3ra_edad;99;9;7;8;450000;450000;1;1
725609411;6;1.0;7;6;6.0;3ra_edad;6;6;7;7;1373150;686575;1;1
725609421;5;2.0;9;6;6.0;3ra_edad;99;9;8;9;1373150;686575;1;1
725609511;5;1.0;10;2;6.0;3ra_edad;7;10;7;7;1100000;550000;2;1
725609521;5;2.0;10;2;6.0;3ra_edad;7;10;8;10;1100000;550000;2;1
725609711;5;2.0;7;4;6.0;3ra_edad;6;5;7;8;2383500;2383500;2;2
725610211;1;1.0;7;1;6.0;3ra_edad;6;7;3;5;450000;225000;3;1
725610511;3;1.0;5;3;6.0;3ra_edad;0;0;5;2;280000;280000;2;2
725610911;3;1.0;0;2;6.0;3ra_edad;2;5;0;5;1126666.66666667;563333.333333333;3;1
725611011;3;1.0;5;4;6.0;3ra_edad;4;6;6;6;900000;900000;2;1
725611811;8;1.0;5;2;6.0;3ra_edad;3;8;7;8;800000;400000;2;1
725612111;1;2.0;8;5;6.0;3ra_edad;2;10;2;9;592500;592500;2;1
725612411;3;1.0;9;2;6.0;3ra_edad;10;8;9;10;1636666.66666667;818333.333333333;2;1
725612421;5;2.0;9;2;6.0;3ra_edad;9;10;9;10;1636666.66666667;818333.333333333;2;1
725612811;4;1.0;10;2;6.0;3ra_edad;10;10;9;10;1785833.33333333;446458.333333333;1;1
725613121;3;2.0;5;2;6.0;3ra_edad;6;5;5;10;1120000;373333.333333333;2;2
725613411;1;2.0;10;3;6.0;3ra_edad;10;10;10;9;25500000;12750000;2;2
725613811;4;1.0;9;6;6.0;3ra_edad;10;9;10;10;730000;365000;2;1
725614111;9;1.0;5;6;6.0;3ra_edad;9;8;9;5;4402802;2201401;2;1
725614121;6;2.0;8;6;6.0;3ra_edad;10;9;8;9;4402802;2201401;2;1
725614711;4;1.0;7;6;6.0;3ra_edad;2;8;0;8;2823166.66666667;564633.333333333;2;1
725614811;3;2.0;10;3;6.0;3ra_edad;10;5;10;10;3330000;2234166.66666667;2;2
725614911;8;1.0;10;6;6.0;3ra_edad;10;10;10;10;10333333.3333333;2583333.33333333;1;1
725615111;6;1.0;10;3;6.0;3ra_edad;10;10;10;10;1146666.66666667;1146666.66666667;1;1
725615211;1;1.0;7;3;6.0;3ra_edad;7;8;8;8;550000;550000;2;1
725615611;5;2.0;3;3;6.0;3ra_edad;4;2;4;2;1100000;366666.666666667;3;2
725615631;1;1.0;;;6.0;niño;;;;;1100000;366666.666666667;3;2
725615711;3;2.0;5;3;6.0;3ra_edad;3;8;4;8;1048000;349333.333333333;2;1
725615811;3;2.0;7;2;6.0;3ra_edad;6;4;7;7;1880600;470150;2;2
725615821;3;1.0;5;2;6.0;3ra_edad;3;4;4;5;1880600;470150;2;2
725615911;1;1.0;8;6;6.0;3ra_edad;7;8;5;7;517500;258750;2;1
725616711;8;1.0;6;6;6.0;3ra_edad;5;8;6;6;6550000;2183333.33333333;2;1
725616811;9;2.0;10;3;6.0;3ra_edad;10;10;10;10;4483333.33333333;4483333.33333333;1;1
725617411;9;2.0;10;3;2.0;3ra_edad;10;10;10;10;2000000;2000000;1;1
725617511;3;1.0;5;2;6.0;3ra_edad;6;6;7;7;500000;250000;3;1
725617911;3;2.0;8;3;6.0;3ra_edad;10;10;10;10;1250000;1250000;2;1
725618011;3;1.0;7;2;6.0;3ra_edad;6;7;7;7;2220000;444000;2;1
725618021;3;2.0;6;2;6.0;3ra_edad;99;7;7;6;2220000;444000;2;1
725618211;3;2.0;6;5;6.0;3ra_edad;8;6;8;8;816666.666666667;816666.666666667;2;1
725618311;4;2.0;5;2;6.0;3ra_edad;4;8;5;6;660000;330000;2;1
725618321;3;1.0;6;2;6.0;3ra_edad;7;8;7;7;660000;330000;2;1
725618431;3;1.0;;;6.0;niño;;;;;0;0;3;2
725618511;3;2.0;7;4;6.0;3ra_edad;5;5;0;10;2180000;726666.666666667;2;1
